,Title,Abstract,Journal,Language,Year,Month,Authors,Affiliations,Name,Abbr Name,ISSN,EISSN,Impact_Factor,Impact_Factor_5Years,Journal_Category,Universities,Study_Type_Extracted,Standardized_University,Rank,Research_Score,Rank_Median,Research_Score_Category
488,the perspectives of people living with dementia and their carers on the role of the general practice nurse in dementia care provision: a qualitative study.,"background models that optimise the role of the general practice nurse have the potential to deliver cost-effective best-practice dementia care in the primary care setting. patient experience is recognised as a vital contribution to the design, provision and evaluation of healthcare services. the aim of this study was to gain insights into the healthcare needs and experiences of people living with dementia and carers as relevant to the provision of dementia care by general practice nurses. methods a qualitative design with semi-structured interviews was employed. data were transcribed verbatim and thematically analysed. six carers and five people living with dementia who received care from a general practice nurse in the previous 12months took part in the study. results five overarching themes were identified: (1) the general practice nurse and dementia care: a golden opportunity, (2) respectful communication: talk to me and hear what i am saying, (3) person-centred information: tell me what i want to know, (4) provide support: more than just information provision, and (5) include the carer: we are a team. conclusion this study describes the experiences and healthcare needs of people living with dementia and their carer(s) with regard to the general practice nurse role. these findings can inform strategies to support the general practice nurse provision of dementia care that meet the healthcare needs of people living with dementia and carers.",australian journal of primary health,eng,2024,Nov,"Gibson Caroline, Goeman Dianne, Pond Constance Dimity, Yates Mark, Hutchinson Alison M","university of newcastle, school of medicine and public health, callaghan, nsw 2308, australia; and grampians health, ballarat, vic 3350, australia., university of newcastle, school of medicine and public health, callaghan, nsw 2308, australia; and faculty of medicine, nursing and health sciences, monash university, frankston, vic 3800, australia., university of tasmania, wicking dementia and teaching centre, hobart, tas 7000, australia., grampians health, ballarat, vic 3350, australia; and deakin university, school of medicine, geelong, vic 3220, australia., deakin university, school of nursing and midwifery and centre for quality and patient safety research in the institute for health transformation, geelong, vic 3220, australia; and barwon health, geelong, vic 3220, australia.",australian journal of primary health,aust j prim health,1448-7527,1836-7399,1.2,1.4,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q4|317/403","university of newcastle, school of medicine and public health, grampians health, university of newcastle, school of medicine and public health, monash university, university of tasmania, grampians health, deakin university, deakin university, institute for health transformation, barwon health",qualitative design,monash university,54,67.8,54.0,Medium (50-75)
489,sex-specific vulnerabilities to subclinical vascular brain injury in early late-life: the framingham heart study.,"subclinical vascular brain injury is an increasingly recognized risk factor for stroke and dementia. despite well-established sex differences in vascular risk and disease prevalence, the impact of sex on drivers of subclinical vascular brain injury remains unclear, presenting a barrier to developing sex-specific prevention guidelines. we aimed to establish the extent to which sex moderates associations between vascular risk factors and magnetic resonance imaging (mri) measures of subclinical brain injury in stroke-free older adults.",annals of neurology,eng,2024,Nov,"Yau Wai-Ying Wendy, Scott Matthew R, Petrea Rodica E, Buckley Rachel F, Kojis Daniel, Sperling Reisa A, Chhatwal Jasmeer P, Maillard Pauline, Aparicio Hugo J, Romero Jose Rafael, DeCarli Charles S, Beiser Alexa S, Seshadri Sudha","department of neurology, massachusetts general hospital, boston, ma., department of biostatistics, school of public health, boston university, boston, ma., the framingham heart study, framingham, ma., department of neurology, massachusetts general hospital, boston, ma., department of biostatistics, school of public health, boston university, boston, ma., department of neurology, massachusetts general hospital, boston, ma., department of neurology, massachusetts general hospital, boston, ma., alzheimer's disease center and imaging of dementia and aging laboratory, department of neurology and center for neuroscience, university of california at davis school of medicine, sacramento, ca., the framingham heart study, framingham, ma., the framingham heart study, framingham, ma., alzheimer's disease center and imaging of dementia and aging laboratory, department of neurology and center for neuroscience, university of california at davis school of medicine, sacramento, ca., department of biostatistics, school of public health, boston university, boston, ma., the framingham heart study, framingham, ma.",annals of neurology,ann neurol,0364-5134,1531-8249,8.1,9.9,NEUROSCIENCES|Q1|21/310,"massachusetts general hospital, school of public health, boston university, department of neurology, massachusetts general hospital, school of public health, boston university, department of neurology, massachusetts general hospital, massachusetts general hospital, university of california at davis school of medicine, university of california at davis school of medicine, school of public health, boston university",Unknown,boston university,78,54.1,78.0,Medium (50-75)
490,"accelerated biological aging: unveiling the path to cardiometabolic multimorbidity, dementia, and mortality.",cardiometabolic multimorbidity (cmm) and aging are increasing public health concerns. this prospective study used uk biobank cohort to investigate the relationship between biological aging and the trajectory of cmm to dementia and mortality.,frontiers in public health,eng,2024,No Data,"He Yi, Jia Yu, Li Yizhou, Wan Zhi, Lei Yi, Liao Xiaoyang, Zhao Qian, Li Dongze","department of neurology, chengdu seventh people's hospital, chengdu, china., general practice ward/international medical center ward, general practice medical center, west china hospital, sichuan university, chengdu, china., general practice ward/international medical center ward, general practice medical center, west china hospital, sichuan university, chengdu, china., department of emergency medicine, west china hospital, sichuan university, chengdu, sichuan, china., general practice ward/international medical center ward, general practice medical center, west china hospital, sichuan university, chengdu, china., general practice ward/international medical center ward, general practice medical center, west china hospital, sichuan university, chengdu, china., general practice ward/international medical center ward, general practice medical center, west china hospital, sichuan university, chengdu, china., department of emergency medicine, west china hospital, sichuan university, chengdu, sichuan, china.",frontiers in public health,front public health,,2296-2565,3.0,3.6,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|114/403","west china hospital, sichuan university, west china hospital, sichuan university, west china hospital, sichuan university, west china hospital, sichuan university, west china hospital, sichuan university, west china hospital, sichuan university, west china hospital, sichuan university",Unknown,sichuan university,150,57.3,150.0,Medium (50-75)
491,internet use maintains cognitive function among middle- and old-aged chinese: a five-year longitudinal study.,"cognitive decline poses one of the greatest global challenges for health and social care, particularly in china, where the burden on the elderly population is most pronounced. despite the rapid expansion of internet access, there is still limited understanding of the long-term cognitive impacts of internet usage among middle-aged and elderly individuals.",journal of medical internet research,eng,2024,Nov,"Chen Bowen, Yang Chun, Ren Shanshan, Li Penggao, Zhao Jin","department of hospital epidemiology and infection control, sir run run shaw hospital, zhejiang university school of medicine, 3 east qingchun road, hangzhou, cn., school of public health, capital medical university, beijing, cn., department of clinical nutrition, beijing hospital, chinese academy of medical sciences, beijing, cn., school of public health, capital medical university, beijing, cn., department of hospital epidemiology and infection control, sir run run shaw hospital, zhejiang university school of medicine, 3 east qingchun road, hangzhou, cn.",journal of medical internet research,j med internet res,1438-8871,,5.8,6.7,MEDICAL INFORMATICS|Q1|5/44,"zhejiang university, school of public health, capital medical university, chinese academy of medical sciences, school of public health, capital medical university, zhejiang university",Unknown,zhejiang university,55,75.3,55.0,High (75-100)
492,deciphering the tissue-specific functional effect of alzheimer risk snps with deep genome annotation.,"alzheimer's disease (ad) is a highly heritable brain dementia, along with substantial failure of cognitive function. large-scale genome-wide association studies (gwass) have led to a set of snps significantly associated with ad and related traits. gwas hits usually emerge as clusters where a lead snp with the highest significance is surrounded by other less significant neighboring snps. although functionality is not guaranteed even with the strongest associations in gwass, lead snps have historically been the focus of the field, with the remaining associations inferred to be redundant. recent deep genome annotation tools enable the prediction of function from a segment of a dna sequence with significantly improved precision, which allows in-silico mutagenesis to interrogate the functional effect of snp alleles. in this project, we explored the impact of top ad gwas hits around apoe region on chromatin functions and whether it will be altered by the genetic context (i.e., alleles of neighboring snps). our results showed that highly correlated snps in the same ld block could have distinct impacts on downstream functions. although some gwas lead snps showed dominant functional effects regardless of the neighborhood snp alleles, several other snps did exhibit enhanced loss or gain of function under certain genetic contexts, suggesting potential additional information hidden in the ld blocks.",biodata mining,eng,2024,Nov,"Pugalenthi Pradeep Varathan, He Bing, Xie Linhui, Nho Kwangsik, Saykin Andrew J, Yan Jingwen","department of biomedical engineering and informatics, indiana university indianapolis, 420 university blvd, indianapolis, in, 46202, usa., department of biomedical engineering and informatics, indiana university indianapolis, 420 university blvd, indianapolis, in, 46202, usa., department of electrical and computer engineering, purdue university indianapolis, 420 university blvd, indianapolis, in, 46202, usa., department of radiology and imaging sciences, indiana university school of medicine, 550 university blvd, indianapolis, in, 46202, usa., department of radiology and imaging sciences, indiana university school of medicine, 550 university blvd, indianapolis, in, 46202, usa., department of biomedical engineering and informatics, indiana university indianapolis, 420 university blvd, indianapolis, in, 46202, usa. jingyan@iu.edu.",biodata mining,biodata min,1756-0381,1756-0381,4.0,3.7,MATHEMATICAL & COMPUTATIONAL BIOLOGY|Q1|8/65,"indiana university indianapolis, indiana university indianapolis, purdue university indianapolis, indiana university school of medicine, indiana university school of medicine, indiana university indianapolis",large-scale genome-wide association studies,indiana university,198,38.4,198.0,Low (0-50)
493,common protein-altering variant in gfap is associated with white matter lesions in the older japanese population.,"the genetic architecture of white matter lesions (wmls) in asian populations has not been well-characterized. here, we performed a genome-wide association study (gwas) to identify loci associated with the wml volume. brain mri and dna samples were collected from 9479 participants in the japan prospective studies collaboration for aging and dementia (jpsc-ad). the gwas confirmed three known wml-associated loci (sh3pxd2a, gfap, and trim47). the lead variant of gfap was a common missense variant (p.d295n) in east asians. meta-gwas using the publicly available summary statistics of uk biobank identified one previously unreported locus 6q23.2 (slc2a12). integration with expression quantitative trait locus data implied the newly identified locus affects slc2a12 expression. the effect sizes of 20 lead variants at the wml-associated loci were moderately correlated between jpsc-ad and uk biobank. these results indicate that the alteration in gfap protein caused by the common missense variant in east asians influences the wml volume.",npj genomic medicine,eng,2024,Nov,"Furuta Yoshihiko, Akiyama Masato, Hirabayashi Naoki, Honda Takanori, Shibata Mao, Ohara Tomoyuki, Hata Jun, Terao Chikashi, Momozawa Yukihide, Tatewaki Yasuko, Taki Yasuyuki, Nakaji Shigeyuki, Maeda Tetsuya, Ono Kenjiro, Mimura Masaru, Nakashima Kenji, Iga Jun-Ichi, Takebayashi Minoru, Ninomiya Toshiharu","department of epidemiology and public health, graduate school of medical sciences, kyushu university, fukuoka, japan., department of ocular pathology and imaging science, graduate school of medical sciences, kyushu university, fukuoka, japan. akiyama.masato.588@m.kyushu-u.ac.jp., department of epidemiology and public health, graduate school of medical sciences, kyushu university, fukuoka, japan., department of epidemiology and public health, graduate school of medical sciences, kyushu university, fukuoka, japan., department of epidemiology and public health, graduate school of medical sciences, kyushu university, fukuoka, japan., department of epidemiology and public health, graduate school of medical sciences, kyushu university, fukuoka, japan., center for cohort studies, graduate school of medical sciences, kyushu university, fukuoka, japan., laboratory for statistical and translational genetics, riken center for integrative medical sciences, yokohama, japan., laboratory for genotyping development, riken center for integrative medical sciences, yokohama, japan., department of aging research and geriatric medicine, institute of development, aging and cancer, tohoku university, sendai, japan., department of aging research and geriatric medicine, institute of development, aging and cancer, tohoku university, sendai, japan., department of social medicine, graduate school of medicine, hirosaki university, hirosaki, japan., division of neurology and gerontology, department of internal medicine, school of medicine, iwate medical university, yahaba, japan., department of neurology, kanazawa university graduate school of medical sciences, kanazawa university, kanazawa, japan., department of neuropsychiatry, keio university school of medicine, tokyo, japan., national hospital organization, matsue medical center, matsue, japan., department of neuropsychiatry, ehime university graduate school of medicine, ehime university, toon, japan., department of neuropsychiatry, faculty of life sciences, kumamoto university, kumamoto, japan., department of epidemiology and public health, graduate school of medical sciences, kyushu university, fukuoka, japan., No Affiliation",npj genomic medicine,npj genom med,,2056-7944,4.7,5.3,GENETICS & HEREDITY|Q1|33/191,"kyushu university, kyushu university, kyushu university, kyushu university, kyushu university, kyushu university, kyushu university, riken center for integrative medical sciences, riken center for integrative medical sciences, tohoku university, institute of development, tohoku university, hirosaki university, iwate medical university, kanazawa university, kanazawa university, keio university, national hospital organization, matsue medical center, ehime university, ehime university, kumamoto university, kyushu",genome-wide association study,kyushu university,301–350,47.5,325.5,Low (0-50)
494,"insulin-like growth factor-1 and cognitive health: exploring cellular, preclinical, and clinical dimensions.","age and insulin-like growth factor-1 (igf-1) have an inverse association with cognitive decline and dementia. igf-1 is known to have important pleiotropic functions beginning in neurodevelopment and extending into adulthood such as neurogenesis. at the cellular level, igf-1 has pleiotropic signaling mechanisms through the igf-1 receptor on neurons and neuroglia to attenuate inflammation, promote myelination, maintain astrocytic functions for homeostatic balances, and neuronal synaptogenesis. in preclinical rodent models of aging and transgenic models of igf-1, increased igf-1 improves cognition in a variety of behavioral paradigms along with reducing igf-1 via knockout models being able to induce cognitive impairment. at the clinical levels, most studies highlight that increased levels of igf-1 are associated with better cognition. this review provides a comprehensive and up-to-date evaluation of the association between igf-1 and cognition at the cellular signaling levels, preclinical, and clinical levels.",frontiers in neuroendocrinology,eng,2024,Nov,"Hayes Cellas A, Wilson Destiny, De Leon Miguel A, Mustapha Mubarak Jolayemi, Morales Sharon, Odden Michelle C, Ashpole Nicole M","department of epidemiology and population health, school of medicine, stanford university, stanford, ca 94305, usa; department of biomolecular sciences, school of pharmacy, university of mississippi, university, ms 38677, usa. electronic address: cahayes3@stanford.edu., department of biomolecular sciences, school of pharmacy, university of mississippi, university, ms 38677, usa., department of biomolecular sciences, school of pharmacy, university of mississippi, university, ms 38677, usa., faculty of basic medical sciences, university of ilorin, ilorin, nigeria., department of biomedical science, school of medicine, university of california, riverside, ca 92521, usa., department of epidemiology and population health, school of medicine, stanford university, stanford, ca 94305, usa., department of biomolecular sciences, school of pharmacy, university of mississippi, university, ms 38677, usa.",frontiers in neuroendocrinology,front neuroendocrin,0091-3022,1095-6808,6.5,8.1,NEUROSCIENCES|Q1|30/310,"stanford university, university of mississippi, university, university of mississippi, university, university of mississippi, university, university of ilorin, university of california, stanford university, university of mississippi, university",preclinical rodent models of aging,stanford university,2,97.8,2.0,High (75-100)
495,"age at diagnosis of diabetes, obesity, and the risk of dementia among adult patients with type 2 diabetes.","while type 2 diabetes mellitus (t2dm) prevalence is increasing among younger individuals, few studies have examined how age at t2dm diagnosis relates to dementia risk in diabetic populations. we aimed to investigate the association between age at t2dm diagnosis and subsequent dementia risk, and to determine whether obesity moderates this relationship.",plos one,eng,2024,No Data,"Qi Xiang, Zhu Zheng, Luo Huabin, Schwartz Mark D, Wu Bei","rory meyers college of nursing, new york university, new york, new york, united states of america., rory meyers college of nursing, new york university, new york, new york, united states of america., brody school of medicine, east carolina university, greenville, north carolina, united states of america., grossman school of medicine, new york university, new york, new york, united states of america., rory meyers college of nursing, new york university, new york, new york, united states of america.",plos one,plos one,1932-6203,1932-6203,2.9,3.3,MULTIDISCIPLINARY SCIENCES|Q1|31/134,"new york university, united states of america, new york university, united states of america, brody school of medicine, east carolina university, united states of america, grossman school of medicine, new york university, united states of america, new york university, united states of america",few studies,york university,351–400,32.4,375.5,Low (0-50)
496,identification of pathological pathways centered on circrna dysregulation in association with irreversible progression of alzheimer's disease.,"circular rnas (circrnas) are highly stable regulators, often accumulated in mammalian brains and thought to serve as ""memory molecules"" that govern the long process of aging. mounting evidence demonstrated circrna dysregulation in the brains of alzheimer's disease (ad) patients. however, whether and how circrna dysregulation underlies ad progression remains unexplored.",genome medicine,eng,2024,Nov,"Wang Feng, Li Yangping, Shen Huifeng, Martinez-Feduchi Paula, Ji Xingyu, Teng Peng, Krishnakumar Siddharth, Hu Jian, Chen Li, Feng Yue, Yao Bing","department of human genetics, emory university school of medicine, atlanta, ga, 30322, usa., department of human genetics, emory university school of medicine, atlanta, ga, 30322, usa., department of human genetics, emory university school of medicine, atlanta, ga, 30322, usa., department of human genetics, emory university school of medicine, atlanta, ga, 30322, usa., department of pharmacology and chemical biology, emory university school of medicine, atlanta, ga, 30322, usa., department of pharmacology and chemical biology, emory university school of medicine, atlanta, ga, 30322, usa., department of human genetics, emory university school of medicine, atlanta, ga, 30322, usa., department of human genetics, emory university school of medicine, atlanta, ga, 30322, usa., department of biostatistics, college of public health and health professions & college of medicine, university of florida, gainesville, fl, 32611, usa., department of pharmacology and chemical biology, emory university school of medicine, atlanta, ga, 30322, usa. yfeng@emory.edu., department of human genetics, emory university school of medicine, atlanta, ga, 30322, usa. bing.yao@emory.edu.",genome medicine,genome med,1756-994X,1756-994X,10.4,12.6,GENETICS & HEREDITY|Q1|9/191,"emory university school of medicine, emory university school of medicine, emory university school of medicine, emory university school of medicine, emory university school of medicine, emory university school of medicine, emory university school of medicine, emory university school of medicine, university of florida, emory university school of medicine, emory university school of medicine",mounting evidence,emory university,106,45.7,106.0,Low (0-50)
497,gabapentinoids and risk of hip fracture.,the increased use of gabapentinoids has been most pronounced in older people who are also susceptible to hip fractures.,jama network open,eng,2024,Nov,"Leung Miriam T Y, Turner Justin P, Marquina Clara, Ilomäki Jenni, Tran Tim, Bykov Katsiaryna, Bell J Simon","centre for medicine use and safety, faculty of pharmacy and pharmaceutical sciences, monash university, melbourne, australia., centre for medicine use and safety, faculty of pharmacy and pharmaceutical sciences, monash university, melbourne, australia., centre for medicine use and safety, faculty of pharmacy and pharmaceutical sciences, monash university, melbourne, australia., centre for medicine use and safety, faculty of pharmacy and pharmaceutical sciences, monash university, melbourne, australia., pharmacy department, austin health, melbourne, australia., division of pharmacoepidemiology and pharmacoeconomics, department of medicine, brigham and women's hospital and harvard medical school, boston, massachusetts., centre for medicine use and safety, faculty of pharmacy and pharmaceutical sciences, monash university, melbourne, australia.",jama network open,jama netw open,2574-3805,2574-3805,10.5,11.0,"MEDICINE, GENERAL & INTERNAL|Q1|10/325","faculty of pharmacy and pharmaceutical sciences, monash university, faculty of pharmacy and pharmaceutical sciences, monash university, faculty of pharmacy and pharmaceutical sciences, monash university, faculty of pharmacy and pharmaceutical sciences, monash university, austin health, brigham and women's hospital, harvard medical school, faculty of pharmacy and pharmaceutical sciences, monash university",Unknown,monash university,54,67.8,54.0,Medium (50-75)
498,explainable early detection of alzheimer's disease using rois and an ensemble of 138 3d vision transformers.,"early detection and accurate diagnosis of brain morphological abnormalities are essential for the effective management and treatment of alzheimer's disease (ad) and mild cognitive impairment (mci). structural magnetic resonance imaging (mri) is a powerful support tool to aid in disease diagnosis and prediction. in this research study, we present an innovative approach to predict alzheimer's disease (ad) and mild cognitive impairment (mci) using mri data, which integrates regional interest (roi)-based methodology and deep learning within a comprehensible framework. the proposed method involves dividing the brain into 138 predetermined sections based on anatomical information. next, we apply three-dimensional vision transformers (3d-vits) to each roi individually, harnessing the power of deep learning. to improve prediction accuracy, we employ a deep belief network (dbn) as an ensemble learning model. evaluating our approach on the baseline structural mri dataset obtained from the alzheimer's disease neuroimaging initiative (adni) cohort, and comparing it against five other competing models, we demonstrate its performance across four binary classification tasks and a three-class classification test (ad vs mci vs cn (cognitively normal)). the proposed system outperforms existing models and provides interpretable insights into the brain regions that significantly contribute to solving each classification problem. our findings align with the existing body of literature and hold promise for guiding future research directions in this domain.",scientific reports,eng,2024,Nov,"Saoud Lyes Saad, AlMarzouqi Hasan","department of mechanical engineering of khalifa university, abu dhabi, po box 127788, uae., department of electrical engineering of khalifa university, abu dhabi, po box 127788, uae. hasan.almrzouqi@ku.ac.ae.",scientific reports,sci rep-uk,2045-2322,2045-2322,3.8,4.3,MULTIDISCIPLINARY SCIENCES|Q1|25/134,"khalifa university, khalifa university",Unknown,khalifa university,251–300,35.9,275.5,Low (0-50)
499,"<math xmlns=""http://www.w3.org/1998/math/mathml""> <semantics> <mrow> <msub><mrow><mi>ℓ</mi></mrow> <mrow><mn>1</mn></mrow> </msub> </mrow> <annotation>$$ {\ell}_1 $$</annotation></semantics> </math> -penalized multinomial regression: estimation, inference, and prediction, with an application to risk factor identification for different dementia subtypes.","high-dimensional multinomial regression models are very useful in practice but have received less research attention than logistic regression models, especially from the perspective of statistical inference. in this work, we analyze the estimation and prediction error of the contrast-based <math xmlns=""http://www.w3.org/1998/math/mathml""> <semantics> <mrow> <msub><mrow><mi>ℓ</mi></mrow> <mrow><mn>1</mn></mrow> </msub> </mrow> <annotation>$$ {\ell}_1 $$</annotation></semantics> </math> -penalized multinomial regression model and extend the debiasing method to the multinomial case, providing a valid confidence interval for each coefficient and <math xmlns=""http://www.w3.org/1998/math/mathml""> <semantics><mrow><mi>p</mi></mrow> <annotation>$$ p $$</annotation></semantics> </math> value of the individual hypothesis test. we also examine cases of model misspecification and non-identically distributed data to demonstrate the robustness of our method when some assumptions are violated. we apply the debiasing method to identify important predictors in the progression into dementia of different subtypes. results from extensive simulations show the superiority of the debiasing method compared to other inference methods.",statistics in medicine,eng,2024,Nov,"Tian Ye, Rusinek Henry, Masurkar Arjun V, Feng Yang","department of statistics, columbia university, new york, ny., grossman school of medicine, new york university, new york, ny., grossman school of medicine, new york university, new york, ny., department of biostatistics, school of global public health, new york university, new york, ny.",statistics in medicine,stat med,0277-6715,1097-0258,1.8,2.6,STATISTICS & PROBABILITY|Q1|32/168,"columbia university, grossman school of medicine, new york university, grossman school of medicine, new york university, school of global public health, new york university",Unknown,columbia university,17,89.7,17.0,High (75-100)
500,using a device-free wi-fi sensing system to assess daily activities and mobility in low-income older adults: protocol for a feasibility study.,"older adults belonging to racial or ethnic minorities with low socioeconomic status are at an elevated risk of developing dementia, but resources for assessing functional decline and detecting cognitive impairment are limited. cognitive impairment affects the ability to perform daily activities and mobility behaviors. traditional assessment methods have drawbacks, so smart home technologies (smht) have emerged to offer objective, high-frequency, and remote monitoring. however, these technologies usually rely on motion sensors that cannot identify specific activity types. this group often lacks access to these technologies due to limited resources and technology experience. there is a need to develop new sensing technology that is discreet, affordable, and requires minimal user engagement to characterize and quantify various in-home activities. furthermore, it is essential to explore the feasibility of developing machine learning (ml) algorithms for smht through collaborations between clinical researchers and engineers and involving minority, low-income older adults for novel sensor development.",jmir research protocols,eng,2024,Nov,"Chung Jane, Pretzer-Aboff Ingrid, Parsons Pamela, Falls Katherine, Bulut Eyuphan","nell hodgson woodruff school of nursing, emory university, atlanta, ga, united states., school of nursing, virginia commonwealth university, richmond, va, united states., school of nursing, virginia commonwealth university, richmond, va, united states., school of nursing, virginia commonwealth university, richmond, va, united states., college of engineering, virginia commonwealth university, richmond, va, united states.",jmir research protocols,jmir res protoc,1929-0748,1929-0748,1.4,1.5,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|295/403","emory university, virginia commonwealth university, virginia commonwealth university, virginia commonwealth university, college of engineering, virginia commonwealth university",traditional assessment methods,emory university,106,45.7,106.0,Low (0-50)
501,the association between precuneus cortex thickness and mild behavioral impairment in patients with mild stroke.,"the objective of this research was to examine the association between precuneus cortex thickness and mild behavioral impairment (mbi) in patients with mild stroke. seventy-two patients were evaluated by high-resolution 3 t magnetic resonance and the mild behavioral impairment checklist (mbi-c). to determine the association between precuneus cortex thickness and mbi, we adjusted for demographics, vascular risk factors, and laboratory examination indicators in logistic regression analysis. in addition, we used mendelian randomization to further study the association through genetic databases. of the 72 mild stroke patients in this study, 26 had mbi. we found a strong negative connection between precuneus cortex thickness and mbi after adjusting for any confounding variables. in patients with an initial mild stroke, the thinner the precuneus cortex, the higher the risk of mbi (or: 0.02; 95% ci: 0.00-0.39; p < 0.05). our study has uncovered a significant negative association between the thickness of the precuneus cortex and mbi. this finding provides a novel viewpoint for the radiological diagnosis of mbi, thereby augmenting the contribution of imaging to the diagnostic process of mbi and advancing the prediction of dementia. specifically, in patients who have suffered mild stroke, a reduction in the cortical thickness of the precuneus has been pinpointed as crucial radiographic evidence of preclinical cognitive impairment. this insight could potentially facilitate earlier detection and intervention strategies for cognitive decline.",brain imaging and behavior,eng,2024,Nov,"Liu Zhengxin, Xu Ziwei, Yan Aijuan, Zhang Panpan, Wei Wenshi","department of neurology, stroke center / cognitive disorders center, huadong hospital affiliated to fudan university, no. 221, west yan an road, shanghai, china., department of neurology, stroke center / cognitive disorders center, huadong hospital affiliated to fudan university, no. 221, west yan an road, shanghai, china., department of neurology, stroke center / cognitive disorders center, huadong hospital affiliated to fudan university, no. 221, west yan an road, shanghai, china., department of neurology, stroke center / cognitive disorders center, huadong hospital affiliated to fudan university, no. 221, west yan an road, shanghai, china., department of neurology, stroke center / cognitive disorders center, huadong hospital affiliated to fudan university, no. 221, west yan an road, shanghai, china. wenshiwei1994@163.com.",brain imaging and behavior,brain imaging behav,1931-7557,1931-7565,2.4,2.9,NEUROIMAGING|Q2|7/15,"department of neurology, huadong hospital, fudan university, department of neurology, huadong hospital, fudan university, department of neurology, huadong hospital, fudan university, department of neurology, huadong hospital, fudan university, department of neurology, huadong hospital, fudan university",Unknown,fudan university,44,75.3,44.0,High (75-100)
502,assistive technology to support dementia management: protocol for a scoping review of reviews.,"in canada, more than 60% of persons living with dementia reside in their own homes, and over 25% rely heavily on their care partners (ie, family members or friends) for assistance with daily activities such as personal hygiene, eating, and walking. assistive technology (at) is a key dementia management strategy, helping to maintain health and social support in home and community settings. at comprises assistive products and services required for safe and effective use. persons living with dementia and their care partners often require multiple types of at to maintain their needs, dignity, and autonomy. at for dementia management is rapidly developing with abundant scientific literature, which can present a challenge to efficiently navigate and extract insights for policy and personal decision-making.",jmir research protocols,eng,2024,Nov,"Desai Chaitali, Dove Erica, Nanthakumar Jarshini, Main Emilia, Colquhoun Heather, Astell Arlene, Mihailidis Alex, Layton Natasha, Burhan Amer M, Chan Brian, Wang Rosalie H","rehabilitation sciences institute, temerty faculty of medicine, university of toronto, toronto, on, canada., rehabilitation sciences institute, temerty faculty of medicine, university of toronto, toronto, on, canada., department of occupational science & occupational therapy, temerty faculty of medicine, university of toronto, toronto, on, canada., library and information services, university health network, toronto, on, canada., rehabilitation sciences institute, temerty faculty of medicine, university of toronto, toronto, on, canada., rehabilitation sciences institute, temerty faculty of medicine, university of toronto, toronto, on, canada., rehabilitation sciences institute, temerty faculty of medicine, university of toronto, toronto, on, canada., rehabilitation, ageing and independent living (rail) research centre, faculty of medicine, nursing and health sciences, monash university, melbourne, australia., department of psychiatry, temerty faculty of medicine, university of toronto, toronto, on, canada., rehabilitation sciences institute, temerty faculty of medicine, university of toronto, toronto, on, canada., rehabilitation sciences institute, temerty faculty of medicine, university of toronto, toronto, on, canada.",jmir research protocols,jmir res protoc,1929-0748,1929-0748,1.4,1.5,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|295/403","university of toronto, university of toronto, university of toronto, university health network, university of toronto, university of toronto, university of toronto, monash university, university of toronto, university of toronto, university of toronto",Unknown,monash university,54,67.8,54.0,Medium (50-75)
